ville,pays,latitude,longitude,timestamp_utc,date,heure,jour_semaine,is_weekend,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Antananarivo,MG,-18.8792,47.5079,2026-04-27T05:00:00Z,2026-04-27,5,Monday,False,1,127.39,0.29,0.72,16.61,0.17,3.2,6.99,0.66
Antananarivo,MG,-18.8792,47.5079,2026-04-27T06:00:00Z,2026-04-27,6,Monday,False,1,128.34,0.24,0.55,22.6,0.2,3.51,7.43,0.96
Antananarivo,MG,-18.8792,47.5079,2026-04-27T07:00:00Z,2026-04-27,7,Monday,False,1,75.97,0.05,0.15,43.28,0.19,1.05,2.18,0.43
Antananarivo,MG,-18.8792,47.5079,2026-04-27T08:00:00Z,2026-04-27,8,Monday,False,1,68.7,0.03,0.1,47.77,0.15,0.93,1.72,0.36
Antananarivo,MG,-18.8792,47.5079,2026-04-27T09:00:00Z,2026-04-27,9,Monday,False,1,66.38,0.03,0.08,47.94,0.14,0.97,1.69,0.34
Antananarivo,MG,-18.8792,47.5079,2026-04-27T10:00:00Z,2026-04-27,10,Monday,False,1,63.71,0.02,0.07,49.82,0.12,0.92,1.49,0.28
Antananarivo,MG,-18.8792,47.5079,2026-04-27T11:00:00Z,2026-04-27,11,Monday,False,1,62.16,0.02,0.07,50.68,0.11,0.91,1.41,0.25
Antananarivo,MG,-18.8792,47.5079,2026-04-27T12:00:00Z,2026-04-27,12,Monday,False,1,61.69,0.02,0.08,50.03,0.1,0.93,1.41,0.25
Antananarivo,MG,-18.8792,47.5079,2026-04-27T13:00:00Z,2026-04-27,13,Monday,False,1,68.04,0.04,0.21,44.07,0.12,1.17,1.99,0.47
Antananarivo,MG,-18.8792,47.5079,2026-04-27T14:00:00Z,2026-04-27,14,Monday,False,1,79.68,0.06,0.49,36.87,0.16,1.64,3.04,0.78
Antananarivo,MG,-18.8792,47.5079,2026-04-27T15:00:00Z,2026-04-27,15,Monday,False,1,91.93,0.01,0.88,31.8,0.19,2.15,4.15,1.02
Antananarivo,MG,-18.8792,47.5079,2026-04-27T16:00:00Z,2026-04-27,16,Monday,False,1,106.83,0,1.22,27.09,0.24,2.86,5.79,1.3
Antananarivo,MG,-18.8792,47.5079,2026-04-27T17:00:00Z,2026-04-27,17,Monday,False,1,125.84,0,1.52,23.41,0.31,3.79,7.93,1.69
Antananarivo,MG,-18.8792,47.5079,2026-04-27T18:00:00Z,2026-04-27,18,Monday,False,1,142.76,0,1.76,21.02,0.38,4.69,9.7,2.03
Antananarivo,MG,-18.8792,47.5079,2026-04-27T19:00:00Z,2026-04-27,19,Monday,False,1,155.61,0,1.94,19.09,0.43,5.43,10.76,2.28
Antananarivo,MG,-18.8792,47.5079,2026-04-27T20:00:00Z,2026-04-27,20,Monday,False,1,164.16,0,2.03,17.1,0.37,5.94,11.19,1.96
Antananarivo,MG,-18.8792,47.5079,2026-04-27T21:00:00Z,2026-04-27,21,Monday,False,1,163.36,0,1.98,15.25,0.26,6.02,10.63,1.34
Antananarivo,MG,-18.8792,47.5079,2026-04-27T22:00:00Z,2026-04-27,22,Monday,False,1,158.01,0,1.82,13.57,0.16,5.84,9.68,0.75
Antananarivo,MG,-18.8792,47.5079,2026-04-27T23:00:00Z,2026-04-27,23,Monday,False,1,153.23,0,1.67,12.6,0.11,5.63,8.93,0.52
Antananarivo,MG,-18.8792,47.5079,2026-04-28T00:00:00Z,2026-04-28,0,Tuesday,False,1,147.6,0,1.53,12.3,0.09,5.34,8.24,0.4
Antananarivo,MG,-18.8792,47.5079,2026-04-28T01:00:00Z,2026-04-28,1,Tuesday,False,1,140.58,0,1.39,12.38,0.08,5.01,7.57,0.35
Antananarivo,MG,-18.8792,47.5079,2026-04-28T02:00:00Z,2026-04-28,2,Tuesday,False,1,135.54,0.01,1.27,12.12,0.07,4.75,7.06,0.33
Antananarivo,MG,-18.8792,47.5079,2026-04-28T03:00:00Z,2026-04-28,3,Tuesday,False,1,130.42,0.01,1.17,12.52,0.07,4.47,6.67,0.34
Antananarivo,MG,-18.8792,47.5079,2026-04-28T04:00:00Z,2026-04-28,4,Tuesday,False,1,126.29,0.06,1.05,13.9,0.11,4.13,6.66,0.45
Antananarivo,MG,-18.8792,47.5079,2026-04-28T05:00:00Z,2026-04-28,5,Tuesday,False,1,129.06,0.28,0.74,15.52,0.15,4.22,7.37,0.68
Antananarivo,MG,-18.8792,47.5079,2026-04-28T06:00:00Z,2026-04-28,6,Tuesday,False,1,128.31,0.24,0.54,21.02,0.19,4.52,7.93,0.91
Antananarivo,MG,-18.8792,47.5079,2026-04-28T07:00:00Z,2026-04-28,7,Tuesday,False,1,78.76,0.05,0.13,36.49,0.13,1.95,3.16,0.4
Antananarivo,MG,-18.8792,47.5079,2026-04-28T08:00:00Z,2026-04-28,8,Tuesday,False,1,71.78,0.03,0.08,39.41,0.11,1.67,2.65,0.35
Antananarivo,MG,-18.8792,47.5079,2026-04-28T09:00:00Z,2026-04-28,9,Tuesday,False,1,69.98,0.02,0.07,40,0.11,1.69,2.64,0.35
Antananarivo,MG,-18.8792,47.5079,2026-04-28T10:00:00Z,2026-04-28,10,Tuesday,False,1,70.79,0.03,0.08,40.75,0.12,1.81,2.78,0.37
Antananarivo,MG,-18.8792,47.5079,2026-04-28T11:00:00Z,2026-04-28,11,Tuesday,False,1,71.88,0.03,0.11,41.11,0.13,1.98,3,0.42
Antananarivo,MG,-18.8792,47.5079,2026-04-28T12:00:00Z,2026-04-28,12,Tuesday,False,1,73.03,0.03,0.13,41.06,0.14,2.11,3.19,0.48
Antananarivo,MG,-18.8792,47.5079,2026-04-28T13:00:00Z,2026-04-28,13,Tuesday,False,1,79.64,0.05,0.27,37.75,0.16,2.48,3.89,0.69
Antananarivo,MG,-18.8792,47.5079,2026-04-28T14:00:00Z,2026-04-28,14,Tuesday,False,1,90.67,0.06,0.55,32.92,0.19,3.05,4.99,0.93
Antananarivo,MG,-18.8792,47.5079,2026-04-28T15:00:00Z,2026-04-28,15,Tuesday,False,1,101.71,0.01,0.92,29.17,0.21,3.6,6.04,1.11
Antananarivo,MG,-18.8792,47.5079,2026-04-28T16:00:00Z,2026-04-28,16,Tuesday,False,1,115.88,0,1.25,25.24,0.25,4.28,7.57,1.39
Antananarivo,MG,-18.8792,47.5079,2026-04-28T17:00:00Z,2026-04-28,17,Tuesday,False,1,135.37,0,1.57,22.07,0.32,5.23,9.77,1.88
Antananarivo,MG,-18.8792,47.5079,2026-04-28T18:00:00Z,2026-04-28,18,Tuesday,False,1,152.85,0,1.83,20.06,0.38,6.18,11.8,2.33
Antananarivo,MG,-18.8792,47.5079,2026-04-28T19:00:00Z,2026-04-28,19,Tuesday,False,1,166.58,0,2.05,18.65,0.43,6.98,13.44,2.6
Antananarivo,MG,-18.8792,47.5079,2026-04-28T20:00:00Z,2026-04-28,20,Tuesday,False,1,174.69,0,2.17,17.48,0.4,7.49,14.28,2.46
Antananarivo,MG,-18.8792,47.5079,2026-04-28T21:00:00Z,2026-04-28,21,Tuesday,False,1,172.54,0,2.13,16.69,0.32,7.48,13.7,2.06
Antananarivo,MG,-18.8792,47.5079,2026-04-28T22:00:00Z,2026-04-28,22,Tuesday,False,1,164.61,0,1.94,16.12,0.24,7.12,12.33,1.69
Antananarivo,MG,-18.8792,47.5079,2026-04-28T23:00:00Z,2026-04-28,23,Tuesday,False,1,157.73,0,1.76,15.26,0.19,6.79,11.35,1.35
Antananarivo,MG,-18.8792,47.5079,2026-04-29T00:00:00Z,2026-04-29,0,Wednesday,False,1,151.06,0,1.6,14.49,0.14,6.41,10.46,0.9
Antananarivo,MG,-18.8792,47.5079,2026-04-29T01:00:00Z,2026-04-29,1,Wednesday,False,1,143.73,0,1.43,13.83,0.1,6.03,9.59,0.49
Antananarivo,MG,-18.8792,47.5079,2026-04-29T02:00:00Z,2026-04-29,2,Wednesday,False,1,139.51,0,1.33,13.39,0.08,5.77,8.94,0.41
Antananarivo,MG,-18.8792,47.5079,2026-04-29T03:00:00Z,2026-04-29,3,Wednesday,False,1,136.34,0.01,1.26,13.54,0.09,5.55,8.49,0.46
Antananarivo,MG,-18.8792,47.5079,2026-04-29T04:00:00Z,2026-04-29,4,Wednesday,False,1,132.33,0.06,1.13,14.41,0.13,5.1,8.24,0.7
Antananarivo,MG,-18.8792,47.5079,2026-04-29T05:00:00Z,2026-04-29,5,Wednesday,False,1,136.33,0.29,0.8,15.74,0.18,5.17,8.84,1.02
Antananarivo,MG,-18.8792,47.5079,2026-04-29T06:00:00Z,2026-04-29,6,Wednesday,False,1,140.67,0.27,0.62,20.87,0.22,5.77,9.78,1.23
Antananarivo,MG,-18.8792,47.5079,2026-04-29T07:00:00Z,2026-04-29,7,Wednesday,False,1,91.25,0.08,0.2,34.2,0.17,3,4.78,0.63
Antananarivo,MG,-18.8792,47.5079,2026-04-29T08:00:00Z,2026-04-29,8,Wednesday,False,1,83.52,0.05,0.13,36.65,0.14,2.73,4.25,0.54
Antananarivo,MG,-18.8792,47.5079,2026-04-29T09:00:00Z,2026-04-29,9,Wednesday,False,1,79.41,0.04,0.11,37.5,0.14,2.64,4.01,0.49
Antananarivo,MG,-18.8792,47.5079,2026-04-29T10:00:00Z,2026-04-29,10,Wednesday,False,1,76.55,0.03,0.1,39.92,0.14,2.59,3.77,0.45
Antananarivo,MG,-18.8792,47.5079,2026-04-29T11:00:00Z,2026-04-29,11,Wednesday,False,1,76.56,0.03,0.12,41.49,0.14,2.68,3.87,0.52
Antananarivo,MG,-18.8792,47.5079,2026-04-29T12:00:00Z,2026-04-29,12,Wednesday,False,1,76.57,0.03,0.14,42.36,0.15,2.71,3.93,0.6
Antananarivo,MG,-18.8792,47.5079,2026-04-29T13:00:00Z,2026-04-29,13,Wednesday,False,1,82.77,0.05,0.28,39.83,0.17,3.01,4.53,0.82
Antananarivo,MG,-18.8792,47.5079,2026-04-29T14:00:00Z,2026-04-29,14,Wednesday,False,1,93.36,0.05,0.57,35.44,0.21,3.55,5.59,1.1
Antananarivo,MG,-18.8792,47.5079,2026-04-29T15:00:00Z,2026-04-29,15,Wednesday,False,1,104.11,0.01,0.95,31.37,0.23,4.05,6.62,1.3
Antananarivo,MG,-18.8792,47.5079,2026-04-29T16:00:00Z,2026-04-29,16,Wednesday,False,1,116.02,0,1.23,26.65,0.24,4.62,7.96,1.41
Antananarivo,MG,-18.8792,47.5079,2026-04-29T17:00:00Z,2026-04-29,17,Wednesday,False,1,131.87,0,1.48,22.63,0.26,5.4,9.71,1.43
Antananarivo,MG,-18.8792,47.5079,2026-04-29T18:00:00Z,2026-04-29,18,Wednesday,False,1,145.37,0,1.64,19.42,0.26,6.15,11.24,1.39
Antananarivo,MG,-18.8792,47.5079,2026-04-29T19:00:00Z,2026-04-29,19,Wednesday,False,1,153.5,0,1.73,16.83,0.25,6.6,11.98,1.29
Antananarivo,MG,-18.8792,47.5079,2026-04-29T20:00:00Z,2026-04-29,20,Wednesday,False,1,155.83,0,1.72,15.02,0.21,6.7,11.77,0.91
Antananarivo,MG,-18.8792,47.5079,2026-04-29T21:00:00Z,2026-04-29,21,Wednesday,False,1,146.66,0,1.54,14.64,0.14,6.17,10.28,0.53
Antananarivo,MG,-18.8792,47.5079,2026-04-29T22:00:00Z,2026-04-29,22,Wednesday,False,1,125.61,0,1.16,16.72,0.1,4.93,7.94,0.35
Antananarivo,MG,-18.8792,47.5079,2026-04-29T23:00:00Z,2026-04-29,23,Wednesday,False,1,116.69,0,0.99,16.5,0.08,4.36,6.93,0.31
Antananarivo,MG,-18.8792,47.5079,2026-04-30T00:00:00Z,2026-04-30,0,Thursday,False,1,108.48,0,0.84,16.44,0.08,3.78,6.01,0.33
Antananarivo,MG,-18.8792,47.5079,2026-04-30T01:00:00Z,2026-04-30,1,Thursday,False,1,96.93,0,0.64,17.47,0.08,2.98,4.79,0.33
Antananarivo,MG,-18.8792,47.5079,2026-04-30T02:00:00Z,2026-04-30,2,Thursday,False,1,91.2,0,0.56,17.54,0.07,2.51,3.96,0.29
Antananarivo,MG,-18.8792,47.5079,2026-04-30T03:00:00Z,2026-04-30,3,Thursday,False,1,87.38,0,0.51,17.76,0.07,2.12,3.32,0.26
Antananarivo,MG,-18.8792,47.5079,2026-04-30T04:00:00Z,2026-04-30,4,Thursday,False,1,84.55,0.01,0.48,18.24,0.09,1.72,2.93,0.27
Antananarivo,MG,-18.8792,47.5079,2026-04-30T05:00:00Z,2026-04-30,5,Thursday,False,1,84.1,0.05,0.44,18.09,0.11,1.44,2.83,0.31
Antananarivo,MG,-18.8792,47.5079,2026-04-30T06:00:00Z,2026-04-30,6,Thursday,False,1,82.36,0.08,0.36,19.07,0.12,1.25,2.66,0.37
Antananarivo,MG,-18.8792,47.5079,2026-04-30T07:00:00Z,2026-04-30,7,Thursday,False,1,73.04,0.05,0.21,25.41,0.11,0.84,1.75,0.29
Antananarivo,MG,-18.8792,47.5079,2026-04-30T08:00:00Z,2026-04-30,8,Thursday,False,1,69.49,0.04,0.14,28.09,0.1,0.73,1.44,0.26
Antananarivo,MG,-18.8792,47.5079,2026-04-30T09:00:00Z,2026-04-30,9,Thursday,False,1,67.58,0.03,0.11,29.58,0.1,0.68,1.27,0.24
Antananarivo,MG,-18.8792,47.5079,2026-04-30T10:00:00Z,2026-04-30,10,Thursday,False,1,66.27,0.03,0.09,31.95,0.09,0.61,1.09,0.22
Antananarivo,MG,-18.8792,47.5079,2026-04-30T11:00:00Z,2026-04-30,11,Thursday,False,1,65.75,0.02,0.09,32.34,0.09,0.6,1.06,0.22
Antananarivo,MG,-18.8792,47.5079,2026-04-30T12:00:00Z,2026-04-30,12,Thursday,False,1,65.93,0.03,0.1,32.06,0.09,0.6,1.08,0.23
Antananarivo,MG,-18.8792,47.5079,2026-04-30T13:00:00Z,2026-04-30,13,Thursday,False,1,70.04,0.04,0.17,30.79,0.11,0.7,1.41,0.36
Antananarivo,MG,-18.8792,47.5079,2026-04-30T14:00:00Z,2026-04-30,14,Thursday,False,1,76.68,0.04,0.35,28.49,0.13,0.92,1.99,0.51
Antananarivo,MG,-18.8792,47.5079,2026-04-30T15:00:00Z,2026-04-30,15,Thursday,False,1,83.59,0,0.59,26.27,0.14,1.15,2.56,0.61
Antananarivo,MG,-18.8792,47.5079,2026-04-30T16:00:00Z,2026-04-30,16,Thursday,False,1,88.98,0,0.72,24.51,0.15,1.38,3.07,0.67
Antananarivo,MG,-18.8792,47.5079,2026-04-30T17:00:00Z,2026-04-30,17,Thursday,False,1,94.21,0,0.78,23.66,0.15,1.59,3.5,0.6
Antananarivo,MG,-18.8792,47.5079,2026-04-30T18:00:00Z,2026-04-30,18,Thursday,False,1,96.84,0,0.77,23.28,0.14,1.7,3.68,0.43
Antananarivo,MG,-18.8792,47.5079,2026-04-30T19:00:00Z,2026-04-30,19,Thursday,False,1,95.88,0,0.71,22.91,0.13,1.64,3.57,0.35
Antananarivo,MG,-18.8792,47.5079,2026-04-30T20:00:00Z,2026-04-30,20,Thursday,False,1,94.6,0,0.66,22.73,0.12,1.54,3.4,0.31
Antananarivo,MG,-18.8792,47.5079,2026-04-30T21:00:00Z,2026-04-30,21,Thursday,False,1,90.72,0,0.59,23.07,0.1,1.36,2.96,0.26
Antananarivo,MG,-18.8792,47.5079,2026-04-30T22:00:00Z,2026-04-30,22,Thursday,False,1,86.66,0,0.52,23.69,0.08,1.21,2.59,0.24
Antananarivo,MG,-18.8792,47.5079,2026-04-30T23:00:00Z,2026-04-30,23,Thursday,False,1,83.78,0,0.48,23.9,0.08,1.13,2.38,0.24
Antananarivo,MG,-18.8792,47.5079,2026-05-01T00:00:00Z,2026-05-01,0,Friday,False,1,80.88,0,0.45,24.21,0.07,1.06,2.21,0.26
Antananarivo,MG,-18.8792,47.5079,2026-05-01T01:00:00Z,2026-05-01,1,Friday,False,1,74.87,0,0.37,27.07,0.08,0.87,1.75,0.22
Antananarivo,MG,-18.8792,47.5079,2026-05-01T02:00:00Z,2026-05-01,2,Friday,False,1,71.85,0,0.33,28.9,0.07,0.77,1.55,0.2
Antananarivo,MG,-18.8792,47.5079,2026-05-01T03:00:00Z,2026-05-01,3,Friday,False,1,70.44,0,0.32,30.18,0.07,0.71,1.46,0.19
Antananarivo,MG,-18.8792,47.5079,2026-05-01T04:00:00Z,2026-05-01,4,Friday,False,1,70.83,0,0.34,31.07,0.09,0.72,1.56,0.22
Antananarivo,MG,-18.8792,47.5079,2026-05-01T05:00:00Z,2026-05-01,5,Friday,False,1,72.77,0.04,0.34,30.78,0.11,0.79,1.81,0.29
Antananarivo,MG,-18.8792,47.5079,2026-05-01T06:00:00Z,2026-05-01,6,Friday,False,1,74.34,0.06,0.3,31.03,0.12,0.89,2.03,0.35
Antananarivo,MG,-18.8792,47.5079,2026-05-01T07:00:00Z,2026-05-01,7,Friday,False,1,68.51,0.05,0.19,34.36,0.11,0.75,1.62,0.26
Antananarivo,MG,-18.8792,47.5079,2026-05-01T08:00:00Z,2026-05-01,8,Friday,False,1,66.24,0.04,0.14,34.97,0.11,0.77,1.56,0.25
Antananarivo,MG,-18.8792,47.5079,2026-05-01T09:00:00Z,2026-05-01,9,Friday,False,1,65.02,0.03,0.11,34.87,0.11,0.84,1.59,0.25
Antananarivo,MG,-18.8792,47.5079,2026-05-01T10:00:00Z,2026-05-01,10,Friday,False,1,64.01,0.03,0.09,37.04,0.11,0.86,1.52,0.25
Antananarivo,MG,-18.8792,47.5079,2026-05-01T11:00:00Z,2026-05-01,11,Friday,False,1,63.51,0.03,0.09,38.06,0.11,0.92,1.54,0.25
Antananarivo,MG,-18.8792,47.5079,2026-05-01T12:00:00Z,2026-05-01,12,Friday,False,1,63.89,0.03,0.1,37.76,0.12,1,1.65,0.28
Antananarivo,MG,-18.8792,47.5079,2026-05-01T13:00:00Z,2026-05-01,13,Friday,False,1,68.35,0.04,0.18,35.99,0.14,1.2,2.07,0.4
Antananarivo,MG,-18.8792,47.5079,2026-05-01T14:00:00Z,2026-05-01,14,Friday,False,1,75.96,0.04,0.38,32.93,0.16,1.51,2.77,0.59
Antananarivo,MG,-18.8792,47.5079,2026-05-01T15:00:00Z,2026-05-01,15,Friday,False,1,84.6,0,0.67,30.11,0.18,1.84,3.47,0.7
Antananarivo,MG,-18.8792,47.5079,2026-05-01T16:00:00Z,2026-05-01,16,Friday,False,1,98.02,0,0.98,26.16,0.21,2.39,4.6,0.81
Antananarivo,MG,-18.8792,47.5079,2026-05-01T17:00:00Z,2026-05-01,17,Friday,False,1,117.04,0,1.3,22.25,0.24,3.19,6.2,0.84
Antananarivo,MG,-18.8792,47.5079,2026-05-01T18:00:00Z,2026-05-01,18,Friday,False,1,133.6,0,1.51,19.27,0.25,3.95,7.6,0.79
Antananarivo,MG,-18.8792,47.5079,2026-05-01T19:00:00Z,2026-05-01,19,Friday,False,1,145.33,0,1.63,16.88,0.25,4.52,8.62,0.75
Antananarivo,MG,-18.8792,47.5079,2026-05-01T20:00:00Z,2026-05-01,20,Friday,False,1,150.15,0,1.64,15.39,0.21,4.7,8.85,0.57
Antananarivo,MG,-18.8792,47.5079,2026-05-01T21:00:00Z,2026-05-01,21,Friday,False,1,145.25,0,1.52,14.75,0.15,4.37,8.01,0.39
Antananarivo,MG,-18.8792,47.5079,2026-05-01T22:00:00Z,2026-05-01,22,Friday,False,1,132.32,0,1.28,14.64,0.11,3.62,6.53,0.33
Antananarivo,MG,-18.8792,47.5079,2026-05-01T23:00:00Z,2026-05-01,23,Friday,False,1,128.8,0,1.19,13.59,0.09,3.37,6.01,0.34
Antananarivo,MG,-18.8792,47.5079,2026-05-02T00:00:00Z,2026-05-02,0,Saturday,True,1,127.25,0,1.15,12.76,0.08,3.21,5.67,0.4
Antananarivo,MG,-18.8792,47.5079,2026-05-02T01:00:00Z,2026-05-02,1,Saturday,True,1,124.76,0,1.1,12.51,0.08,3.04,5.28,0.45
Antananarivo,MG,-18.8792,47.5079,2026-05-02T02:00:00Z,2026-05-02,2,Saturday,True,1,121.35,0,1.02,12.34,0.07,2.86,4.85,0.37
Antananarivo,MG,-18.8792,47.5079,2026-05-02T03:00:00Z,2026-05-02,3,Saturday,True,1,118.09,0,0.96,12.64,0.07,2.68,4.43,0.3
Antananarivo,MG,-18.8792,47.5079,2026-05-02T04:00:00Z,2026-05-02,4,Saturday,True,1,116.81,0.03,0.91,13.08,0.1,2.58,4.37,0.31
Antananarivo,MG,-18.8792,47.5079,2026-05-02T05:00:00Z,2026-05-02,5,Saturday,True,1,118.7,0.2,0.66,14.38,0.13,2.67,4.79,0.42
Antananarivo,MG,-18.8792,47.5079,2026-05-02T06:00:00Z,2026-05-02,6,Saturday,True,1,120.64,0.22,0.48,18.75,0.17,3.14,5.46,0.62
Antananarivo,MG,-18.8792,47.5079,2026-05-02T07:00:00Z,2026-05-02,7,Saturday,True,1,87.14,0.08,0.21,39.17,0.16,2.58,3.79,0.42
Antananarivo,MG,-18.8792,47.5079,2026-05-02T08:00:00Z,2026-05-02,8,Saturday,True,1,82.02,0.05,0.15,42.05,0.15,2.76,3.83,0.38
Antananarivo,MG,-18.8792,47.5079,2026-05-02T09:00:00Z,2026-05-02,9,Saturday,True,1,78.23,0.04,0.13,42.33,0.14,2.82,3.77,0.35
Antananarivo,MG,-18.8792,47.5079,2026-05-02T10:00:00Z,2026-05-02,10,Saturday,True,1,73.09,0.03,0.11,44.74,0.11,2.64,3.41,0.29
Antananarivo,MG,-18.8792,47.5079,2026-05-02T11:00:00Z,2026-05-02,11,Saturday,True,1,71.61,0.04,0.12,45.3,0.1,2.65,3.4,0.29
Antananarivo,MG,-18.8792,47.5079,2026-05-02T12:00:00Z,2026-05-02,12,Saturday,True,1,71.16,0.04,0.13,45,0.11,2.7,3.48,0.31
Antananarivo,MG,-18.8792,47.5079,2026-05-02T13:00:00Z,2026-05-02,13,Saturday,True,1,77.63,0.06,0.25,40.64,0.13,3.05,4.14,0.5
Antananarivo,MG,-18.8792,47.5079,2026-05-02T14:00:00Z,2026-05-02,14,Saturday,True,1,88.97,0.07,0.53,34.58,0.17,3.66,5.24,0.75
Antananarivo,MG,-18.8792,47.5079,2026-05-02T15:00:00Z,2026-05-02,15,Saturday,True,1,100.94,0.01,0.96,29.62,0.19,4.25,6.34,0.91
Antananarivo,MG,-18.8792,47.5079,2026-05-02T16:00:00Z,2026-05-02,16,Saturday,True,1,114.37,0,1.26,25.24,0.23,4.9,7.67,1.07
Antananarivo,MG,-18.8792,47.5079,2026-05-02T17:00:00Z,2026-05-02,17,Saturday,True,1,130.99,0,1.53,21.89,0.26,5.73,9.32,1.3
Antananarivo,MG,-18.8792,47.5079,2026-05-02T18:00:00Z,2026-05-02,18,Saturday,True,1,145.05,0,1.72,19.38,0.28,6.52,10.73,1.44
Antananarivo,MG,-18.8792,47.5079,2026-05-02T19:00:00Z,2026-05-02,19,Saturday,True,1,154.61,0,1.83,17.1,0.28,7.07,11.67,1.38
Antananarivo,MG,-18.8792,47.5079,2026-05-02T20:00:00Z,2026-05-02,20,Saturday,True,1,159.05,0,1.87,15.47,0.24,7.29,11.8,1.13
Antananarivo,MG,-18.8792,47.5079,2026-05-02T21:00:00Z,2026-05-02,21,Saturday,True,1,155.12,0,1.8,14.48,0.18,7.07,10.97,0.86
Antananarivo,MG,-18.8792,47.5079,2026-05-02T22:00:00Z,2026-05-02,22,Saturday,True,1,147.18,0,1.63,13.76,0.13,6.61,9.79,0.55
Antananarivo,MG,-18.8792,47.5079,2026-05-02T23:00:00Z,2026-05-02,23,Saturday,True,1,141.26,0,1.49,13.03,0.09,6.23,8.92,0.35
